title,main_speaker,film_date,tags
Fighters and mourners of the Ukrainian revolution,Anastasia Taylor-Lind,2014-10-14T00:00:00Z,"['TED Fellows', 'photography', 'war']"
The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,2014-08-15T00:00:00Z,"['TEDx', 'entertainment', 'film', 'storytelling', 'television']"
The small and surprisingly dangerous detail the police track about you,Catherine Crump,2014-10-14T00:00:00Z,"['Surveillance', 'TED Fellows', 'data', 'privacy']"
Social maps that reveal a city's intersections ‰ÛÓ and separations,Dave Troy,2014-10-13T00:00:00Z,"['cities', 'culture', 'social media', 'visualizations']"
How to overcome our biases? Walk boldly toward them,Vern€ Myers,2014-11-15T00:00:00Z,"['TEDx', 'inequality', 'race', 'social change', 'society']"
The wonderful and terrifying implications of computers that can learn,Jeremy Howard,2014-12-01T00:00:00Z,"['AI', 'algorithm', 'computers', 'health', 'intelligence', 'machine learning', 'technology']"
The power of believing that you can improve,Carol Dweck,2014-11-11T00:00:00Z,"['TEDx', 'brain', 'business', 'education', 'intelligence', 'personal growth', 'psychology']"
Got a smartphone? Start broadcasting,Bruno Torturra,2014-10-06T00:00:00Z,"['activism', 'journalism', 'media', 'online video', 'politics', 'social media', 'web']"
Trash cart superheroes,Mundano,2014-10-06T00:00:00Z,"['Brazil', 'TED Fellows', 'art', 'social change', 'street art']"
"Go ahead, make up new words!",Erin McKean,2014-11-15T00:00:00Z,"['TEDYouth', 'communication', 'creativity', 'language']"
"See invisible motion, hear silent sounds",Michael Rubinstein,2014-11-13T00:00:00Z,"['TEDx', 'demo', 'film', 'online video', 'photography', 'sight', 'sound', 'technology']"
Why you should care about whale poo,Asha de Vos,2014-10-06T00:00:00Z,"['TED Fellows', 'biology', 'nature', 'oceans']"
Happy maps,Daniele Quercia,2014-11-10T00:00:00Z,"['cities', 'design', 'happiness', 'map', 'technology']"
"For more tolerance, we need more ... tourism?",Aziz Abu Sarah,2014-03-19T00:00:00Z,"['Middle East', 'TED Fellows', 'activism', 'culture', 'peace', 'travel', 'violence', 'war']"
"A forensic anthropologist who brings closure for theåÊ""disappeared""",Fredy Peccerelli,2014-11-15T00:00:00Z,"['TEDYouth', 'anthropology', 'forensics', 'global issues', 'war']"
Hopeful lessons from the battle to save rainforests,Tasso Azevedo,2014-10-16T00:00:00Z,"['climate change', 'conservation', 'ecology', 'environment', 'green', 'plants', 'politics', 'science', 'social change', 'sustainability', 'trees']"
Creative problem-solving in the face of extreme limits,Navi Radjou,2014-10-09T00:00:00Z,"['business', 'entrepreneur', 'innovation']"
Let's save the last pristine continent,Robert Swan,2014-10-10T00:00:00Z,"['climate change', 'environment', 'exploration']"
How to protect fast-growing cities from failing,Robert Muggah,2014-10-13T00:00:00Z,"['cities', 'global issues', 'infrastructure', 'violence', 'war', 'youth']"
Poetry that frees the soul,Cristina Domenech,2014-10-01T00:00:00Z,"['TED en EspaÌ±ol', 'TEDx', 'creativity', 'crime', 'language', 'poetry', 'prison']"
How to let altruism be your guide,Matthieu Ricard,2014-10-17T00:00:00Z,"['communication', 'compassion']"
Why I make robots the size of a grain of rice,Sarah Bergbreiter,2014-11-15T00:00:00Z,"['TEDYouth', 'engineering', 'robots', 'technology']"
"Better toilets, better life",Joe Madiath,2014-10-21T00:00:00Z,"['global development', 'sanitation', 'water']"
The danger of hiding who you are,Morgana Bailey,2014-11-20T00:00:00Z,"['Gender equality', 'LGBT', 'business', 'social change', 'work']"
Brain-to-brain communication has arrived. How we did it,Miguel Nicolelis,2014-10-15T00:00:00Z,"['brain', 'communication', 'neuroscience']"
"To solve mass violence, look to locals",Severine Autesserre,2014-10-16T00:00:00Z,"['government', 'peace', 'war']"
My mother‰Ûªs strange definition of empowerment,Khadija Gbla,2014-10-11T00:00:00Z,"['Africa', 'TEDx', 'culture', 'global issues', 'women']"
The beauty and diversity of Muslim life,Bassam Tariq,2014-10-06T00:00:00Z,"['TED Fellows', 'creativity', 'film', 'writing']"
"Online social change: easy to organize, hard to win",Zeynep Tufekci,2014-10-13T00:00:00Z,"['activism', 'protests', 'social change', 'social media', 'society', 'sociology', 'technology']"
Humanity vs. Ebola. How we could win a terrifying war,Bruce Aylward,2014-12-11T00:00:00Z,"['TEDx', 'disease', 'ebola', 'health', 'public health', 'virus']"
"10 myths about psychology, debunked",Ben Ambridge,2014-11-05T00:00:00Z,"['TEDYouth', 'TEDx', 'brain', 'personality', 'psychology']"
"Got a wicked problem? First, tell me how you make toast",Tom Wujec,2013-06-10T00:00:00Z,"['business', 'collaboration', 'creativity', 'design', 'leadership']"
Old books reborn as art,Brian Dettmer,2014-11-04T00:00:00Z,"['TEDYouth', 'art', 'books', 'creativity']"
How butterflies self-medicate,Jaap de Roode,2014-11-15T00:00:00Z,"['TEDYouth', 'animals', 'biology', 'biomimicry', 'disease', 'health', 'insects', 'medical research', 'medicine', 'microbes', 'microbiology', 'plants', 'science']"
How to run a company with (almost) no rules,Ricardo Semler,2014-10-16T00:00:00Z,"['business', 'creativity', 'leadership', 'philosophy', 'work']"
"My simple invention, designed to keep my grandfather safe",Kenneth Shinozuka,2014-11-15T00:00:00Z,"['TEDYouth', 'aging', 'design', 'innovation', 'invention', 'product design', 'technology']"
The mathematics of love,Hannah Fry,2014-04-04T00:00:00Z,"['TED Books', 'TEDx', 'love', 'math', 'relationships', 'statistics']"
Why we all need to practice emotional first aid,Guy Winch,2014-11-07T00:00:00Z,"['TEDx', 'health', 'mental health', 'psychology', 'self']"
How childhood trauma affects health across a lifetime,Nadine Burke Harris,2014-09-10T00:00:00Z,"['brain', 'children', 'health', 'health care']"
"For these women, reading is a daring act",Laura Boushnak,2014-10-14T00:00:00Z,"['Islam', 'Middle East', 'TED Fellows', 'education', 'feminism', 'photography', 'women']"
"How to go to space, without having to go to space",Angelo Vermeulen,2014-10-06T00:00:00Z,"['NASA', 'TED Fellows', 'architecture', 'collaboration', 'crowdsourcing', 'design', 'engineering', 'food', 'future', 'innovation', 'psychology', 'science', 'science and art', 'space', 'sustainability', 'technology']"
The little problem I had renting a house,James A. White Sr.,2014-11-07T00:00:00Z,"['TEDx', 'inequality', 'race', 'social change', 'society']"
How our microbes make us who we are,Rob Knight,2014-02-20T00:00:00Z,"['TED Books', 'biology', 'health']"
How I work to protect women from honor killings,Khalida Brohi,2014-10-15T00:00:00Z,"['Middle East', 'activism', 'feminism', 'violence', 'women']"
The power of herd immunity,Romina Libster,2014-11-20T00:00:00Z,"['TED en EspaÌ±ol', 'health', 'health care', 'illness', 'medicine', 'virus']"
How we found the worst place to park in New York City -- using big data,Ben Wellington,2014-11-01T00:00:00Z,"['New York', 'TEDx', 'cities', 'data', 'infrastructure', 'statistics', 'technology']"
A magical search for a coincidence,Helder GuimarÌ£es,2014-03-20T00:00:00Z,"['entertainment', 'illusion', 'magic']"
"The problem with ""trickle-down techonomics""",Jon Gosier,2014-10-16T00:00:00Z,"['TED Fellows', 'inequality', 'technology']"
What can save the rainforest? Your used cell phone,Topher White,2014-09-24T00:00:00Z,"['climate change', 'environment', 'technology', 'trees']"
A love poem for lonely prime numbers,Harry Baker,2014-02-11T00:00:00Z,"['humor', 'math', 'poetry', 'spoken word']"
Think your email's private? Think again,Andy Yen,2014-10-08T00:00:00Z,"['Internet', 'Surveillance', 'communication', 'privacy', 'security', 'technology', 'web']"
4 lessons I learned from taking a stand against drugs and gun violence,Ilona SzabÌ_ de Carvalho,2014-10-28T00:00:00Z,"['Brazil', 'Guns', 'global issues', 'narcotics', 'policy', 'violence']"
"In praise of macro -- yes, macro -- finance in Africa",Sangu Delle,2014-10-06T00:00:00Z,"['Africa', 'TED Fellows', 'economics', 'entrepreneur', 'investment']"
Why the buildings of the future will be shaped by ... you,Marc Kushner,2014-03-10T00:00:00Z,"['TED Books', 'architecture', 'design', 'social media']"
What I learned as a kid in jail,Ismael Nazario,2014-11-01T00:00:00Z,"['TEDx', 'activism', 'cities', 'crime', 'prison', 'social change', 'violence', 'youth']"
Play this word game to come up with original ideas,Shimpei Takahashi,2013-05-31T00:00:00Z,"['TEDx', 'creativity', 'design', 'gaming', 'toy']"
How to manage for collective creativity,Linda Hill,2014-09-12T00:00:00Z,"['business', 'collaboration', 'creativity', 'leadership']"
I was held hostage for 317 days. Here's what I thought about‰Û_,Vincent Cochetel,2014-12-11T00:00:00Z,"['TEDx', 'global issues', 'peace', 'war']"
The good news about PMS,Robyn Stein DeLuca,2014-11-19T00:00:00Z,"['TEDx', 'depression', 'psychology', 'women']"
Can we create new senses for humans?,David Eagleman,2015-03-17T00:00:00Z,"['Blindness', 'Senses', 'brain', 'technology']"
What if 3D printing was 100x faster?,Joseph DeSimone,2015-03-16T00:00:00Z,"['demo', 'design', 'manufacturing', 'technology']"
The price of shame,Monica Lewinsky,2015-03-19T00:00:00Z,"['communication', 'media', 'social media', 'suicide', 'technology']"
How we're teaching computers to understand pictures,Fei-Fei Li,2015-03-17T00:00:00Z,"['AI', 'photography', 'sight', 'technology']"
A tale of two Americas. And the mini-mart where they collided,Anand Giridharadas,2015-03-10T00:00:00Z,"['crime', 'history', 'immigration', 'inequality', 'storytelling']"
Everyone around you has a story the world needs to hear,Dave Isay,2015-03-17T00:00:00Z,"['TED Prize', 'United States', 'history', 'journalism', 'storytelling']"
"How to revive a neighborhood: with imagination, beauty and art",Theaster Gates,2015-03-18T00:00:00Z,"['architecture', 'art', 'cities', 'design', 'environment', 'urban planning']"
Why do ambitious women have flat heads?,Dame Stephanie Shirley,2015-03-18T00:00:00Z,"['entrepreneur', 'philanthropy', 'software', 'technology', 'women', 'women in business']"
"There‰Ûªs a better way to die, and architecture can help",Alison Killing,2014-10-20T00:00:00Z,"['TED Fellows', 'architecture', 'cities', 'death', 'design']"
How I use sonar to navigate the world,Daniel Kish,2015-03-17T00:00:00Z,"['Blindness', 'Senses', 'disability', 'fear', 'mind']"
Are China and the US doomed to conflict?,Kevin Rudd,2015-03-16T00:00:00Z,"['Asia', 'United States', 'china', 'politics']"
The day I stood up alone,Boniface Mwangi,2014-10-20T00:00:00Z,"['TED Fellows', 'activism', 'art', 'corruption', 'photography']"
The next outbreak? We‰Ûªre not ready,Bill Gates,2015-03-18T00:00:00Z,"['TED Brain Trust', 'disaster relief', 'disease', 'ebola', 'global issues', 'medicine', 'war']"
5 ways to kill your dreams,Bel Pesce,2014-10-07T00:00:00Z,"['TED Fellows', 'entrepreneur', 'innovation', 'life']"
Math is forever,Eduardo SÌÁenz de CabezÌ_n,2014-10-01T00:00:00Z,"['TED en EspaÌ±ol', 'TEDx', 'humor', 'math', 'science']"
How equal do we want the world to be? You'd be surprised,Dan Ariely,2015-03-17T00:00:00Z,"['behavioral economics', 'economics', 'inequality', 'psychology']"
How to land on a comet,Fred Jansen,2015-03-17T00:00:00Z,"['NASA', 'Planets', 'asteroid', 'big bang', 'engineering', 'flight', 'human origins', 'life', 'physics', 'rocket science', 'science', 'solar system', 'space', 'technology']"
My desperate journey with a human smuggler,Barat Ali Batoor,2014-04-26T00:00:00Z,"['global issues', 'immigration', 'photography']"
How to make peace? Get angry,Kailash Satyarthi,2015-03-25T00:00:00Z,"['activism', 'peace', 'social change']"
The best kindergarten you‰Ûªve ever seen,Takaharu Tezuka,2014-09-28T00:00:00Z,"['TEDx', 'architecture', 'children', 'design', 'education', 'play', 'youth']"
Why we need to rethink capitalism,Paul Tudor Jones II,2015-03-17T00:00:00Z,"['investment', 'money', 'philanthropy']"
How Mars might hold the secret to the origin of life,Nathalie Cabrol,2015-03-17T00:00:00Z,"['Mars', 'Planets', 'astrobiology', 'exploration', 'microbiology', 'solar system', 'space']"
The hidden reason for poverty the world needs to address now,Gary Haugen,2015-03-17T00:00:00Z,"['inequality', 'poverty', 'violence']"
"How I fell in love with quasars, blazars and our incredible universe",Jedidah Isler,2015-03-17T00:00:00Z,"['NASA', 'TED Fellows', 'astronomy', 'dark matter', 'math', 'physics', 'science', 'telescopes', 'universe']"
How virtual reality can create the ultimate empathy machine,Chris Milk,2015-03-18T00:00:00Z,"['entertainment', 'film', 'humanity', 'innovation', 'storytelling', 'technology', 'virtual reality']"
How to raise a black son in America,Clint Smith,2015-03-10T00:00:00Z,"['inequality', 'poetry', 'race', 'social change', 'spoken word']"
How we unearthed the Spinosaurus,Nizar Ibrahim,2014-11-15T00:00:00Z,"['TED Fellows', 'TEDYouth', 'adventure', 'ancient world', 'dinosaurs', 'paleontology']"
What happens when our computers get smarter than we are?,Nick Bostrom,2015-03-18T00:00:00Z,"['AI', 'future', 'machine learning', 'philosophy', 'technology']"
How to control someone else's arm with your brain,Greg Gage,2015-03-18T00:00:00Z,"['TED Fellows', 'biology', 'biotech', 'brain', 'demo', 'neuroscience', 'physiology', 'science', 'technology']"
Why we laugh,Sophie Scott,2015-03-20T00:00:00Z,"['animals', 'brain', 'cognitive science', 'evolution', 'humor', 'neuroscience', 'physiology', 'psychology', 'science', 'sociology', 'speech']"
How we're priming some kids for college ‰ÛÓ and others for prison,Alice Goffman,2015-03-19T00:00:00Z,"['Criminal Justice', 'crime', 'culture', 'inequality', 'prison', 'race', 'violence']"
The case for engineering our food,Pamela Ronald,2015-03-18T00:00:00Z,"['agriculture', 'food', 'global issues', 'sustainability']"
New video technology that reveals an object's hidden properties,Abe Davis,2015-03-17T00:00:00Z,"['computers', 'software', 'technology']"
"The dancer, the singer, the cellist ... and a moment of creative magic",Bill T. Jones,2015-03-18T00:00:00Z,"['TED Fellows', 'dance', 'entertainment', 'live music', 'music', 'performance']"
Programming bacteria to detect cancer (and maybe treat it),Tal Danino,2015-03-16T00:00:00Z,"['TED Fellows', 'bacteria', 'biology', 'cancer', 'health']"
"A song for my hero, the woman who rowed into a hurricane",Dawn Landes,2015-03-18T00:00:00Z,"['adventure', 'live music', 'music']"
The first 21 days of a bee‰Ûªs life,Anand Varma,2015-03-18T00:00:00Z,"['bees', 'nature', 'photography']"
"Magical houses, made of bamboo",Elora Hardy,2015-03-18T00:00:00Z,"['architecture', 'design', 'sustainability']"
Why city flags may be the worst-designed thing you've never noticed,Roman Mars,2015-03-25T00:00:00Z,"['cities', 'design', 'government', 'humor', 'product design']"
A moving song from women in prison for life,The Lady Lifers,2014-11-21T00:00:00Z,"['live music', 'music', 'prison']"
"My daughter, my wife, our robot, and the quest for immortality",Martine Rothblatt,2015-03-18T00:00:00Z,"['Gender spectrum', 'Transgender', 'biotech', 'creativity', 'identity', 'love', 'medicine', 'robots', 'technology']"
Physical therapy is boring -- play a game instead,Cosmin Mihaiu,2015-03-10T00:00:00Z,"['TED Fellows', 'demo', 'gaming', 'health', 'software']"
Chimps have feelings and thoughts. They should also have rights,Steven Wise,2015-03-25T00:00:00Z,"['animals', 'culture', 'law']"
Rethinking infidelity ... a talk for anyone who has ever loved,Esther Perel,2015-03-19T00:00:00Z,"['culture', 'love', 'relationships', 'sex']"
The joy of surfing in ice-cold water,Chris Burkard,2015-03-19T00:00:00Z,"['creativity', 'oceans', 'photography', 'travel']"
How we cut youth violence in Boston by 79 percent,Jeffrey Brown,2015-03-19T00:00:00Z,"['crime', 'faith', 'narcotics', 'peace', 'social change', 'violence', 'youth']"
